chunk,type,seed,p_mean,p_levene
up_total,shuffle,74,0.0001261019844622904,0.00020892837729814692
up_total,shuffle,75,0.2329283994955281,0.4537493825218678
up_total,shuffle,76,0.04857611043691746,0.003956493363153323
up_total,shuffle,77,0.008794735989811132,0.48901440699136745
up_total,shuffle,78,0.04513556172608177,0.9072156513879633
up_total,shuffle,79,0.2926316948296414,0.0018602783425889062
up_total,shuffle,80,0.22579863067580808,0.9900073661914292
up_total,shuffle,81,2.3734504691637942e-05,0.00044105742415925076
up_total,shuffle,82,0.05614101892544184,0.6893217114886043
up_total,shuffle,83,2.825598644700655e-06,0.08627216500062147
up_total,shuffle,84,0.44387952928313673,0.07783025397680478
up_total,shuffle,85,2.554571619972234e-05,0.008158680630670755
up_total,shuffle,86,0.029657520745436376,0.5409707061986221
up_total,shuffle,87,0.00947636570996931,0.03249182765193842
