seed,stage,epoch,train_loss,val_kl,val_mse,test_kl,test_mse,sumdiff_w,sumdiff_b
242,5,9,1.06914033,0.12418646,0.03984548,0.12018100,0.03828859,2.27117634,0.00804361
242,5,10,1.05262359,0.12650417,0.04031661,0.12225217,0.03865720,2.27055430,0.00797980
242,5,11,1.04205644,0.12731401,0.04018153,0.12351691,0.03871682,2.26496148,0.00796226
242,5,12,1.03263138,0.13066752,0.04151670,0.12576817,0.03956690,2.25849628,0.00782055
242,5,13,1.02664411,0.12816993,0.04038598,0.12393571,0.03875512,2.25079465,0.00786459
242,5,14,1.02029150,0.12815379,0.04046958,0.12411124,0.03882882,2.24488330,0.00785910
242,5,15,1.01696811,0.12712441,0.03991784,0.12341508,0.03847128,2.24003029,0.00789464
242,5,16,1.01340676,0.12776449,0.04022115,0.12350677,0.03854267,2.23656154,0.00781894
242,5,17,1.01033882,0.12777001,0.04022677,0.12356602,0.03858861,2.23437047,0.00781199
242,5,18,1.00896315,0.12671841,0.03961874,0.12323530,0.03831370,2.23342776,0.00790317
242,5,19,1.00774216,0.12590658,0.03947702,0.12243930,0.03814645,2.23175287,0.00790002
242,5,20,1.00516103,0.12579316,0.03952723,0.12195614,0.03805630,2.23097110,0.00784907
242,5,21,1.00418426,0.12659855,0.03956507,0.12356398,0.03842366,2.23224163,0.00794719
242,5,22,1.00220363,0.12645641,0.03980302,0.12248721,0.03824548,2.23346162,0.00781609
242,5,23,1.00183959,0.12714492,0.03971242,0.12459520,0.03874730,2.23480606,0.00795633
242,5,24,1.00079147,0.12537606,0.03940016,0.12167288,0.03797233,2.23657250,0.00782024
242,5,25,0.99898363,0.12497305,0.03918930,0.12157674,0.03787233,2.23859882,0.00784913
242,5,26,0.99818223,0.12601290,0.03964472,0.12203102,0.03809177,2.23956609,0.00781207
242,5,27,0.99618691,0.12459178,0.03913757,0.12111743,0.03779084,2.24213123,0.00784951
242,5,28,0.99656338,0.12470233,0.03908769,0.12126269,0.03779707,2.24404478,0.00788290
242,5,29,0.99435177,0.12449148,0.03900702,0.12147285,0.03784691,2.24650764,0.00788053
242,5,30,0.99351077,0.12472534,0.03914974,0.12115633,0.03779512,2.24865079,0.00783526
242,5,31,0.99266053,0.12689553,0.03992860,0.12268333,0.03831397,2.25073981,0.00779187
242,5,32,0.99155966,0.12601423,0.03932095,0.12346660,0.03838085,2.25351501,0.00792971
242,5,33,0.98993752,0.12556267,0.03942363,0.12164064,0.03791770,2.25628495,0.00783172
242,5,34,0.98903420,0.12421698,0.03893609,0.12092585,0.03767328,2.25843740,0.00788559
242,5,35,0.98857354,0.12577531,0.03949925,0.12188845,0.03798473,2.26069093,0.00783437
242,5,36,0.98759351,0.12455585,0.03906219,0.12100158,0.03770092,2.26334476,0.00786760
242,5,37,0.98738307,0.12480583,0.03907631,0.12105565,0.03769106,2.26512742,0.00785847
242,5,38,0.98527944,0.12404156,0.03882781,0.12077947,0.03758123,2.26722074,0.00790107
242,5,39,0.98327872,0.12440287,0.03889288,0.12144742,0.03778508,2.27002883,0.00793048
242,5,40,0.98283999,0.12409166,0.03887111,0.12068201,0.03756462,2.27203345,0.00788153
242,5,41,0.98232093,0.12374298,0.03873383,0.12076535,0.03755235,2.27454901,0.00793849
242,5,42,0.98194553,0.12432088,0.03898429,0.12067441,0.03759186,2.27577925,0.00788455
242,5,43,0.98051076,0.12427274,0.03887157,0.12086870,0.03759522,2.27874660,0.00790364
242,5,44,0.98002347,0.12412751,0.03874273,0.12091882,0.03755619,2.28058863,0.00793425
242,5,45,0.97838756,0.12443654,0.03896680,0.12082042,0.03759278,2.28269482,0.00789327
242,5,46,0.97733448,0.12425115,0.03876876,0.12146369,0.03773453,2.28406549,0.00798709
242,5,47,0.97592832,0.12399837,0.03883426,0.12060094,0.03751384,2.28781796,0.00793500
242,5,48,0.97581880,0.12390254,0.03878255,0.12062651,0.03750317,2.28997636,0.00793291
242,5,49,0.97410609,0.12331951,0.03857093,0.12030281,0.03740502,2.29154491,0.00796409
242,5,50,0.97460336,0.12370531,0.03869670,0.12035237,0.03741488,2.29357910,0.00796101
242,5,51,0.97215477,0.12340202,0.03853624,0.12047296,0.03741756,2.29594159,0.00800006
242,5,52,0.97173377,0.12313550,0.03850181,0.12007593,0.03733352,2.29678464,0.00797802
242,5,53,0.97032552,0.12943983,0.04069381,0.12511686,0.03898993,2.29955626,0.00787509
242,5,54,0.96967419,0.12315222,0.03848129,0.12024240,0.03737362,2.30171514,0.00801325
